genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbols
ENSDARG00000044615,135.3373115,-0.051458466,0.228897341,-0.22481024,0.822126899,0.901629281,zak
ENSDARG00000099650,167.2592766,0.040976087,0.182326409,0.224740272,0.822181333,0.901642894,CABZ01079663.1
ENSDARG00000105625,28.75771111,0.133810245,0.596870891,0.224186248,0.822612384,0.902023402,si:cabz01007812.1
ENSDARG00000035905,251.7225212,0.03694659,0.164784399,0.224211698,0.822592582,0.902023402,slc25a44b
ENSDARG00000018820,6572.231368,0.030948855,0.138246604,0.223867018,0.82286078,0.902175982,flncb
ENSDARG00000099186,1164.362734,-0.022317964,0.099690684,-0.223872116,0.822856813,0.902175982,slc1a5
ENSDARG00000039489,824.7135255,-0.02325151,0.103873116,-0.223845314,0.822877669,0.902175982,git1
ENSDARG00000094345,3.63586639,0.263992146,1.179755463,0.22376853,0.822937419,0.902195391,si:dkey-261l7.2
ENSDARG00000116493,19.00267707,0.126905118,0.568118748,0.223377803,0.823241478,0.902482624,GAA
ENSDARG00000113721,24.29410458,0.099417447,0.445300621,0.22325917,0.823333803,0.902537724,HPDL
ENSDARG00000012671,54.87371765,0.07048066,0.316103146,0.222967285,0.823560969,0.902648399,inhbaa
ENSDARG00000054907,15.20391024,0.126838126,0.568778874,0.223000768,0.823534908,0.902648399,cox7a2l
ENSDARG00000023062,461.9796023,-0.037357618,0.167482968,-0.223053239,0.823494072,0.902648399,cyr61
ENSDARG00000100236,236.1567074,0.039629263,0.177830806,0.222848131,0.823653707,0.902703932,cspp1a
ENSDARG00000045556,28.76094601,0.100360898,0.45068427,0.222685603,0.823780208,0.902796461,OTUD7A
ENSDARG00000077506,2546.234792,0.021218884,0.095379566,0.22246782,0.823949722,0.902936118,tjp1a
ENSDARG00000035622,4672.82849,0.01887493,0.084875785,0.222382983,0.824015758,0.902962367,xbp1
ENSDARG00000020607,1309.841077,-0.024924548,0.112206998,-0.22213007,0.82421263,0.903098,emc3
ENSDARG00000102211,13.55331914,-0.140009084,0.630342641,-0.222115838,0.824223709,0.903098,csf3a
ENSDARG00000100505,1089.123113,0.021254655,0.09575612,0.221966542,0.824339929,0.903179221,ddx52
ENSDARG00000059950,580.7742237,-0.025237769,0.11389061,-0.221596574,0.82462795,0.903448656,plxdc2
ENSDARG00000022983,20.66229041,0.116169781,0.52518867,0.221196281,0.824939605,0.903743955,ccdc28a
ENSDARG00000033296,66.27267775,0.06586673,0.29799949,0.221029673,0.825069329,0.903839924,gpr37b
ENSDARG00000093469,109.2486547,0.049034457,0.222060361,0.220815895,0.825235787,0.903959642,znf653
ENSDARG00000056873,3.636402442,-0.261931084,1.18638357,-0.220781112,0.825262871,0.903959642,and3
ENSDARG00000096229,152.0713873,0.050991706,0.231350743,0.220408654,0.825552906,0.904231175,si:dkey-260c8.8
ENSDARG00000089071,88.41259051,0.06069694,0.275561075,0.220266743,0.825663419,0.904259902,ushbp1
ENSDARG00000016721,1965.565354,0.019799947,0.08988982,0.220269067,0.82566161,0.904259902,sdha
ENSDARG00000033683,7276.27924,0.021275416,0.096645231,0.22013933,0.825762645,0.904286377,tpma
ENSDARG00000045598,28.09851053,-0.101052347,0.459062865,-0.220127469,0.825771882,0.904286377,AKR1B1
ENSDARG00000079608,56.525005,0.068536164,0.311550939,0.219983816,0.825883759,0.904316586,SGPP2
ENSDARG00000088615,12.89567781,-0.147703258,0.671346819,-0.220010364,0.825863083,0.904316586,ltb4r2a
ENSDARG00000028367,15.20294551,0.126854282,0.577070349,0.219824641,0.826007728,0.904360765,sult2st3
ENSDARG00000093189,13.88526184,-0.136670728,0.621728598,-0.219823776,0.826008402,0.904360765,BX571724.1
ENSDARG00000070011,3.307222263,-0.289302923,1.316465667,-0.219757287,0.826060187,0.904371316,si:ch211-167j6.4
ENSDARG00000043497,91.22410626,0.053471705,0.24354657,0.219554335,0.826218259,0.904498224,scrn2
ENSDARG00000101661,65.94155326,0.066351768,0.302528146,0.219324282,0.826397448,0.904615754,ulk3
ENSDARG00000101670,1058.465282,0.031523537,0.143740773,0.219308248,0.826409937,0.904615754,kntc1
ENSDARG00000099084,267.395615,-0.045191749,0.206163239,-0.219203719,0.826491359,0.90465873,pcif1
ENSDARG00000070786,935.9653147,-0.022962886,0.104841687,-0.219024384,0.826631053,0.904746088,znf770
ENSDARG00000055698,64.61173272,-0.065090777,0.297227661,-0.218993001,0.8266555,0.904746088,pcnx2
ENSDARG00000105431,10.90407277,-0.173489277,0.792722353,-0.21885251,0.826764941,0.904819715,si:dkey-23a13.9
ENSDARG00000090963,3.636305627,-0.261964935,1.197500823,-0.218759712,0.826837232,0.904852679,atp6ap1lb
ENSDARG00000056475,2266.933256,-0.022591296,0.103322813,-0.218647708,0.826924486,0.904866735,trnau1apb
ENSDARG00000112370,3.303957614,-0.287492792,1.314944296,-0.218634959,0.826934418,0.904866735,FQ377918.1
ENSDARG00000091234,32.06499009,0.090298788,0.413356304,0.218452668,0.827076433,0.904975983,si:ch73-335l21.4
ENSDARG00000041947,396.0114518,0.03229017,0.147989594,0.218192163,0.827279391,0.905151899,styk1b
ENSDARG00000097060,46.44299598,0.072907747,0.334491489,0.217965924,0.827455662,0.905298599,CR388369.1
ENSDARG00000115383,694.1516503,-0.029200864,0.134065688,-0.217810125,0.827577055,0.905385248,gnb4b
ENSDARG00000035515,175.3488799,-0.039659509,0.18226998,-0.217586623,0.827751208,0.905529605,tm2d2
ENSDARG00000005423,694.9956758,-0.027194126,0.125171739,-0.217254523,0.828009996,0.905720355,pgam1a
ENSDARG00000078441,619.7457225,-0.026553272,0.122199342,-0.217294719,0.827978672,0.905720355,ppip5k2
ENSDARG00000104817,85.10634159,0.06298372,0.290232774,0.217011054,0.828199731,0.905789368,pyroxd1
ENSDARG00000090524,3.303405684,-0.287150943,1.32314705,-0.217021187,0.828191834,0.905789368,f2rl2
ENSDARG00000079839,14.21546959,-0.133600806,0.615567309,-0.217036876,0.828179607,0.905789368,arrdc1b
ENSDARG00000008140,8.428596433,-0.168981867,0.779932589,-0.216662144,0.828471652,0.906040583,kcnab1a
ENSDARG00000105185,881.7167308,-0.022182247,0.1024167,-0.216588182,0.828529297,0.906056512,snx7
ENSDARG00000004763,3.966353556,-0.239645281,1.106727196,-0.216535097,0.82857067,0.906056512,hhla2a.2
ENSDARG00000062059,12.23113876,0.157245347,0.726627355,0.216404386,0.828672547,0.906103614,si:ch211-236l14.4
ENSDARG00000042341,334.8405372,-0.030261982,0.13986124,-0.216371471,0.828698202,0.906103614,tmem251
ENSDARG00000024229,60.49017922,-0.062077557,0.287210101,-0.216139882,0.828878713,0.906215016,ubl7a
ENSDARG00000100722,3.965221213,-0.239397901,1.10764474,-0.216132386,0.828884556,0.906215016,si:ch211-160f23.7
ENSDARG00000097110,9.421403687,0.152886234,0.70783159,0.215992386,0.828993682,0.906253199,si:dkey-56f14.4
ENSDARG00000020371,121.9641624,0.055909683,0.25899599,0.215870846,0.829088423,0.906253199,g6pc3
ENSDARG00000035398,1677.996768,0.022953108,0.106310727,0.215905847,0.829061139,0.906253199,enc1
ENSDARG00000038414,161.4699093,-0.043261473,0.200334267,-0.215946449,0.82902949,0.906253199,b3galt6
ENSDARG00000053542,49.74854741,0.068170251,0.3159629,0.215753974,0.829179527,0.906306612,kctd12.2
ENSDARG00000101651,9.421413911,0.153012528,0.709415973,0.215688022,0.829230939,0.906316639,si:zfos-1056e6.1
ENSDARG00000069453,90.57323879,0.053650182,0.249081145,0.215392384,0.829461408,0.906476185,zgc:113314
ENSDARG00000093872,2.645525604,-0.362734812,1.683939333,-0.21540848,0.829448859,0.906476185,CU137716.1
ENSDARG00000043012,64.96120106,0.066826575,0.310453609,0.215254624,0.829568805,0.906547382,napgb
ENSDARG00000076401,20.32931612,0.118267846,0.549878691,0.215079886,0.829705035,0.906650079,cacng3b
ENSDARG00000091702,14.54406333,-0.130175376,0.60638211,-0.214675489,0.830020334,0.906948429,csnk2a4
ENSDARG00000078169,9.419175485,0.153388598,0.715949511,0.214244993,0.830356012,0.907255958,cacna2d2b
ENSDARG00000103415,1363.960657,-0.01951469,0.091102401,-0.214206096,0.830386343,0.907255958,ppp4r3b
ENSDARG00000020101,3006.143579,0.018683725,0.087291893,0.214037342,0.830517937,0.907353533,psmc2
ENSDARG00000100464,3.966811622,0.242205055,1.132423408,0.213882064,0.830639028,0.907394866,si:dkey-193i10.1
ENSDARG00000062531,353.3624938,-0.034104645,0.159456639,-0.213880371,0.830640348,0.907394866,mapk8ip3
ENSDARG00000101322,264.4197796,-0.103491219,0.484141903,-0.213762161,0.830732534,0.90744937,tfr1a
ENSDARG00000037639,86.60162779,0.056125883,0.262749762,0.213609642,0.83085148,0.907468016,nkx3.2
ENSDARG00000101996,515.1400361,-0.02573945,0.120515688,-0.213577585,0.830876481,0.907468016,cxxc1a
ENSDARG00000070826,79.65942937,-0.058679054,0.274700726,-0.213610844,0.830850542,0.907468016,bpgm
ENSDARG00000030716,1211.792964,-0.02098885,0.098349917,-0.213409939,0.831007229,0.907564621,ing4
ENSDARG00000020046,3.966916839,-0.239919744,1.125385662,-0.213188912,0.831179617,0.90770669,ahr1a
ENSDARG00000100560,57.83893586,-0.064730044,0.303787252,-0.213076895,0.831266986,0.907755902,zfpm2b
ENSDARG00000060330,3.30345599,-0.287471872,1.349998895,-0.212942302,0.831371967,0.907778143,si:ch211-284e13.4
ENSDARG00000103545,22.9704239,-0.10252391,0.48146124,-0.212943227,0.831371245,0.907778143,tctex1d1
ENSDARG00000091409,3.63521757,-0.261359155,1.227893609,-0.212851629,0.831442692,0.907809172,zp2.6
ENSDARG00000034941,25.94854469,0.092977169,0.436968122,0.212777922,0.831500185,0.90782575,GLB1L2
ENSDARG00000109568,6.774332793,-0.20967658,0.986042565,-0.212644553,0.831604218,0.907893137,PLPP7
ENSDARG00000078220,17.18920659,0.112076663,0.527328977,0.212536516,0.831688493,0.907927965,BX323458.1
ENSDARG00000020265,144.4470773,0.04071121,0.191586522,0.212495168,0.831720747,0.907927965,angptl6
ENSDARG00000012141,2455.722556,0.020381524,0.095950654,0.212416732,0.831781933,0.907948565,papolg
ENSDARG00000116654,7.770860523,0.184533268,0.869151016,0.21231439,0.83186177,0.907989521,HIST1H2BA
ENSDARG00000021086,331.5547953,-0.036492974,0.172051299,-0.212105193,0.832024968,0.908075267,znf367
ENSDARG00000104274,54.20547288,-0.069103249,0.325792528,-0.212108146,0.832022665,0.908075267,si:ch211-204a13.2
ENSDARG00000104396,5.783926378,0.24963282,1.177954737,0.211920554,0.832169015,0.908186285,trim25
ENSDARG00000102321,44.78946318,-0.073558771,0.347278542,-0.211814904,0.832251441,0.908230046,si:ch73-299h12.1
ENSDARG00000090389,434.8238993,-0.026302951,0.124325904,-0.211564524,0.832446788,0.908397027,ndufv3
ENSDARG00000056964,1621.81632,0.021371524,0.101089648,0.211411602,0.832566104,0.908481026,ilk
ENSDARG00000073756,572.6640433,0.026880304,0.127243276,0.211251274,0.832691203,0.908571326,slc12a7a
ENSDARG00000034080,842.4266807,0.025324933,0.119924734,0.211173562,0.83275184,0.908591286,plcd1b
ENSDARG00000016724,309.5563805,-0.031285949,0.148225075,-0.211070556,0.832832216,0.908632778,zgc:162339
ENSDARG00000061684,90.2150313,0.075685107,0.358756172,0.210965311,0.83291434,0.908676174,slc25a17
ENSDARG00000078476,14.21571953,-0.133581913,0.633392397,-0.210899141,0.832965974,0.908686304,znf990
ENSDARG00000110179,3.965427134,0.242679449,1.151181798,0.21080897,0.833036339,0.908716865,AL929305.1
ENSDARG00000094128,221.1272094,0.03566044,0.169256271,0.210689034,0.833129932,0.90877276,CR751602.1
ENSDARG00000079632,274.5043323,0.03763954,0.178790877,0.210522708,0.83325973,0.908868139,si:dkey-28b4.7
ENSDARG00000070069,333.1710153,-0.030319678,0.144130315,-0.210362952,0.833384406,0.908957922,pitx3
ENSDARG00000101873,229.0943331,-0.053314512,0.253724701,-0.210127403,0.833568239,0.909066007,dtwd2
ENSDARG00000056566,9.915095128,-0.191134083,0.909480991,-0.210157315,0.833544893,0.909066007,necab1
ENSDARG00000068830,51.39877081,0.066073964,0.314542708,0.21006357,0.833618058,0.909074135,zgc:172139
ENSDARG00000060951,321.1205478,0.029336707,0.139805865,0.209838885,0.833793423,0.909172958,polg
ENSDARG00000114125,3.305141625,-0.288539055,1.374979751,-0.209849676,0.833785,0.909172958,si:dkey-261m9.19
ENSDARG00000114742,16.52515009,-0.114257142,0.544675397,-0.209771072,0.833846352,0.90918447,CABZ01072083.2
ENSDARG00000011661,526.8806716,0.024631891,0.117470839,0.209685153,0.833913414,0.909211388,twf1b
ENSDARG00000091079,412.8231502,0.028944121,0.138080557,0.209617644,0.833966108,0.90922264,si:zfos-1192g2.3
ENSDARG00000020122,16.52912301,0.116343984,0.555312797,0.209510721,0.834049567,0.90926743,endou2
ENSDARG00000020600,23.96083074,-0.098235037,0.469248104,-0.209345624,0.834178438,0.90936172,rnf144aa
ENSDARG00000088672,42.80490586,-0.076848316,0.368299062,-0.208657375,0.834715717,0.909901196,zmp:0000000936
ENSDARG00000013789,23.63459738,0.101970548,0.489052461,0.208506358,0.834833619,0.909983488,sim1b
ENSDARG00000008388,408.7021288,0.030321913,0.145524743,0.208362593,0.834945861,0.910042774,mmp14b
ENSDARG00000102210,3.303460438,-0.28745753,1.379831152,-0.208328047,0.834972833,0.910042774,KCNIP1
ENSDARG00000098602,3.96683274,-0.240288424,1.153850345,-0.208249211,0.835034386,0.910063634,CABZ01001434.1
ENSDARG00000040620,637.9789466,0.024890751,0.119596847,0.208122134,0.835133605,0.91012554,psmg1
ENSDARG00000100334,4.296131156,0.223814407,1.075904848,0.20802435,0.835209954,0.910162519,BX784026.1
ENSDARG00000042270,174.8520129,0.039292351,0.189167818,0.207711607,0.835454154,0.910382397,arsa
ENSDARG00000058716,26.77611078,-0.105925776,0.510179911,-0.207624358,0.835522284,0.910410403,cept1a
ENSDARG00000088813,66.26824078,0.238978814,1.151706071,0.20749983,0.835619525,0.910470124,ppp1r3ab
ENSDARG00000040358,62.80709628,-0.059852329,0.288658741,-0.207346326,0.835739397,0.910554496,spred3
ENSDARG00000092996,3.637762761,0.263021864,1.270717047,0.206986964,0.836020039,0.910814013,BX005329.2
ENSDARG00000035149,76.84521223,-0.054589118,0.264157536,-0.206653648,0.83628036,0.911051365,pex12
ENSDARG00000095212,9.752076573,-0.145960441,0.706638904,-0.206555909,0.836356697,0.911088269,si:ch211-210b2.4
ENSDARG00000086720,10.08363339,0.142679488,0.691270294,0.20640188,0.836477003,0.911126811,znf1023
ENSDARG00000098912,7.767659757,0.185273146,0.897513998,0.206429255,0.836455621,0.911126811,CU633999.2
ENSDARG00000098174,324.0905211,-0.032718372,0.158850047,-0.205970177,0.836814207,0.91144784,CABZ01088274.1
ENSDARG00000103264,14.87213633,-0.126978998,0.616836496,-0.205855197,0.836904024,0.911453133,si:dkey-25g12.4
ENSDARG00000101720,8.762004462,-0.162945085,0.791365511,-0.205903697,0.836866137,0.911453133,CU459186.2
ENSDARG00000076486,621.2786479,0.024797908,0.12053705,0.20572851,0.837002987,0.911480462,acp1
ENSDARG00000100157,204.6125053,-0.036290259,0.176410957,-0.205714316,0.837014075,0.911480462,tamm41
ENSDARG00000075437,1133.741406,-0.020767677,0.100986801,-0.205647443,0.837066316,0.91149109,shc1
ENSDARG00000044755,66.44503709,0.058383014,0.284276732,0.205373876,0.837280029,0.911677539,si:dkeyp-87d8.8
ENSDARG00000086452,16.8567529,0.114298848,0.557090228,0.20517116,0.837438401,0.911778925,dthd1
ENSDARG00000040326,789.9835151,-0.025443292,0.124049041,-0.205106723,0.837488744,0.911778925,dhx29
ENSDARG00000045552,8.428398329,-0.168617768,0.822158653,-0.20509152,0.837500621,0.911778925,si:dkey-202b22.6
ENSDARG00000001785,80.15314323,-0.052372312,0.255482027,-0.204994114,0.837576724,0.911815513,irx2a
ENSDARG00000042031,353.0445624,-0.031510341,0.154033637,-0.204567922,0.83790972,0.912131746,gorab
ENSDARG00000045038,4.626671578,0.208089581,1.017718857,0.204466665,0.837988839,0.912171597,tekt3
ENSDARG00000099453,2454.013986,-0.019974883,0.097791152,-0.204260641,0.838149826,0.912300554,elof1
ENSDARG00000040280,35.70199963,-0.079219382,0.388040778,-0.20415221,0.838234556,0.912346498,zgc:110182
ENSDARG00000023443,608.3533082,-0.02941406,0.144419128,-0.203671495,0.838610219,0.912709078,tjp2b
ENSDARG00000105162,9.086605164,-0.155774031,0.765482689,-0.203497784,0.838745977,0.912810531,CR293509.1
ENSDARG00000076945,1087.284101,-0.020350015,0.100081728,-0.203333968,0.838874007,0.912901086,dsg2.1
ENSDARG00000100766,507.3710712,-0.025206941,0.123999595,-0.203282446,0.838914275,0.912901086,ube2q1
ENSDARG00000115898,9.417959009,0.153652572,0.756571281,0.203090675,0.83906416,0.912929994,CR405710.2
ENSDARG00000101216,969.3531722,0.022149885,0.109057055,0.20310364,0.839054026,0.912929994,meaf6
ENSDARG00000031214,1671.093448,0.019578317,0.096452636,0.202983741,0.839147741,0.912929994,arcn1b
ENSDARG00000099631,466.5651474,-0.02859529,0.140879964,-0.202976276,0.839153575,0.912929994,cmtm6
ENSDARG00000007737,348.2333422,-0.027724928,0.136535935,-0.203059568,0.839088473,0.912929994,zyg11
ENSDARG00000054152,3.635307061,-0.261959229,1.291862702,-0.20277637,0.839309829,0.913053691,nmbr
ENSDARG00000106245,4.296535965,0.223760331,1.104276235,0.202630758,0.839423647,0.913131214,CR931802.3
ENSDARG00000043342,4.627579141,0.20773994,1.027729062,0.202134928,0.839811243,0.913506531,gpx3
ENSDARG00000062831,642.944958,0.027633161,0.136968311,0.201748573,0.840113287,0.913788757,si:ch73-22o12.1
ENSDARG00000062421,4.298539409,0.22270939,1.104353429,0.20166496,0.840178658,0.913813537,pex2
ENSDARG00000061918,403.5708932,-0.029504543,0.146355643,-0.201594843,0.840233477,0.913826839,cplx2
ENSDARG00000087921,263.6018098,0.035535762,0.176611269,0.201208919,0.840535218,0.914062347,plce1
ENSDARG00000102555,9.752840835,-0.146160245,0.726239882,-0.201256153,0.840498286,0.914062347,si:dkey-33i11.9
ENSDARG00000028379,346.7457111,0.028538002,0.141970792,0.201013192,0.840688259,0.914182443,trub2
ENSDARG00000074575,39.65248232,0.097936655,0.487571655,0.200866177,0.840803215,0.914261115,ppp1r9alb
ENSDARG00000042571,393.329971,0.027823063,0.138561116,0.200799932,0.840855016,0.91427111,rnaseh1
ENSDARG00000069241,78.50874094,0.0556131,0.277182148,0.200637381,0.840982126,0.914362984,ttc32
ENSDARG00000055046,52.39103665,-0.080864252,0.403400924,-0.200456289,0.84112374,0.914470617,ponzr5
ENSDARG00000098414,475.3214087,0.029189773,0.145756629,0.200263775,0.841274292,0.914587956,ninl
ENSDARG00000003142,46.93042909,0.082715304,0.413595933,0.199990612,0.841487924,0.914727513,dachc
ENSDARG00000011020,14083.61152,0.0164258,0.082119896,0.20002217,0.841463243,0.914727513,hnrnpa1a
ENSDARG00000096968,4.628125761,0.20719958,1.036791755,0.199846863,0.841600349,0.914734231,BX004812.1
ENSDARG00000035459,3.63783355,0.262669134,1.314013268,0.199898388,0.841560051,0.914734231,spns3
ENSDARG00000099684,3.967603441,-0.240772388,1.204951315,-0.199819184,0.841621997,0.914734231,trim35-24
ENSDARG00000111587,15.53482437,0.124063396,0.621791019,0.199525873,0.841851406,0.914798219,CABZ01103860.1
ENSDARG00000116117,18.83976383,0.102464056,0.513510185,0.19953656,0.841843047,0.914798219,si:dkey-40n15.1
ENSDARG00000061204,618.2840337,0.024976119,0.125111162,0.199631418,0.841768854,0.914798219,ddx20
ENSDARG00000012946,835.1552103,-0.023601846,0.118257904,-0.199579441,0.841809508,0.914798219,syap1
ENSDARG00000115982,50.07523402,-0.065504175,0.328743661,-0.199256086,0.842062429,0.914981189,CABZ01011673.1
ENSDARG00000075977,15.85806973,-0.178688892,0.897599312,-0.199074231,0.842204679,0.915089416,prr5a
ENSDARG00000056932,1074.434673,-0.019797022,0.099528323,-0.198908429,0.842334376,0.915183994,tfip11
ENSDARG00000069261,37.68018428,-0.074768936,0.376378525,-0.198653565,0.842533749,0.915354261,metap2a
ENSDARG00000115528,8.098742119,0.177558449,0.8947157,0.198452368,0.842691148,0.915478911,FO082780.1
ENSDARG00000102774,273.6940222,0.032390858,0.16327462,0.19838269,0.84274566,0.915491779,znf687a
ENSDARG00000075435,255.6401085,-0.045216104,0.228018728,-0.198299957,0.842810385,0.915515741,akap11
ENSDARG00000100025,111.2345419,-0.046227669,0.233188053,-0.198242013,0.842855718,0.915518636,si:ch211-231f6.6
ENSDARG00000103926,230.4046006,0.034038748,0.171797369,0.198133118,0.842940914,0.915564829,inpp5e
ENSDARG00000099677,316.5145653,0.029565514,0.149283226,0.198049805,0.843006097,0.91558928,bambib
ENSDARG00000004869,16.52351309,0.117039856,0.591220741,0.197963042,0.84307398,0.915616662,penka
ENSDARG00000099353,4.629476874,0.206759121,1.045194197,0.197818857,0.843186792,0.915692833,slc25a13
ENSDARG00000060124,8.427215446,0.171467953,0.868447044,0.197442037,0.843481636,0.915896729,timm17b
ENSDARG00000041113,1029.189772,0.020917502,0.105956872,0.197415248,0.843502599,0.915896729,wdr18
ENSDARG00000059368,4.957692682,-0.191474225,0.969415239,-0.197515179,0.843424404,0.915896729,gria4b
ENSDARG00000007786,1198.462476,-0.025704017,0.130560652,-0.196874149,0.843926024,0.916310125,tmx2b
ENSDARG00000104142,3.636754354,0.264140344,1.344415227,0.196472294,0.844240516,0.916469462,si:dkey-15h8.10
ENSDARG00000104329,8.100848131,0.177023289,0.901027114,0.196468326,0.844243621,0.916469462,si:ch73-281k2.5
ENSDARG00000089877,53.38101676,-0.061415666,0.312545063,-0.196501794,0.844217428,0.916469462,si:dkeyp-75h12.5
ENSDARG00000032714,4.958501439,-0.191796093,0.975679371,-0.196576969,0.844158595,0.916469462,gria1b
ENSDARG00000062916,1070.472468,0.021126328,0.107641751,0.196265179,0.844402615,0.916595685,mrpl37
ENSDARG00000068208,98.82247459,-0.046985727,0.239606702,-0.196095213,0.844535643,0.916693712,def8
ENSDARG00000104409,66.10138512,0.059098052,0.301587651,0.195956473,0.844644235,0.916765206,tnk2b
ENSDARG00000099563,95.52629875,-0.048903216,0.249691883,-0.195854249,0.844724248,0.916805675,inpp5ka
ENSDARG00000040971,252.890616,-0.044433505,0.227043254,-0.195705022,0.844841054,0.91688607,zgc:92606
ENSDARG00000039522,260.6219064,0.032331196,0.165376416,0.195500642,0.845001035,0.917013312,tubb2
ENSDARG00000099724,242.4642388,-0.032473818,0.166153503,-0.195444678,0.845044843,0.917014474,relt
ENSDARG00000093978,132.8854957,-0.042081752,0.215911467,-0.194902813,0.845469032,0.917428392,zgc:77486
ENSDARG00000067950,47.27895982,0.081417651,0.418203254,0.194684402,0.845640023,0.917567534,zcchc2
ENSDARG00000112176,4.62842863,0.207335072,1.065681415,0.194556336,0.845740288,0.917629923,BX537120.2
ENSDARG00000005846,4.958305636,0.19375737,0.996534201,0.19443123,0.845838239,0.917632463,SP5
ENSDARG00000061255,8.429885661,0.170760263,0.87840125,0.194398929,0.845863528,0.917632463,dusp3a
ENSDARG00000076755,161.4574551,0.039660434,0.204082967,0.194334857,0.845913694,0.917632463,ap5s1
ENSDARG00000042106,54.37173201,-0.0601766,0.309605684,-0.194365296,0.845889862,0.917632463,mnx2a
ENSDARG00000091433,372.3474391,-0.028323828,0.145916828,-0.1941094,0.846090222,0.917735526,abhd17aa
ENSDARG00000031848,26.94207997,-0.087767393,0.452293511,-0.194049639,0.846137014,0.917735526,pparg
ENSDARG00000058799,4.627226367,-0.20549004,1.058667929,-0.194102452,0.846095662,0.917735526,mybpha
ENSDARG00000001994,629.3342751,0.023902986,0.123421176,0.193670053,0.846434242,0.918011501,stxbp1a
ENSDARG00000077327,4.957330638,0.194062355,1.003088177,0.193464901,0.846594892,0.918139327,ano11
ENSDARG00000096934,3.306375073,0.289548118,1.4987805,0.193189142,0.846810842,0.918327112,CR589875.1
ENSDARG00000086539,185.6071654,0.034437024,0.17837253,0.193062375,0.846910118,0.918346736,CABZ01115881.1
ENSDARG00000104162,70.73541027,-0.052877601,0.273923334,-0.193037956,0.846929242,0.918346736,hoxa11a
ENSDARG00000099594,4.626092895,-0.204996003,1.062143984,-0.193002084,0.846957336,0.918346736,CU468012.3
ENSDARG00000080016,62.61559334,-0.081778502,0.424677946,-0.192565925,0.847298933,0.918624284,si:cabz01032454.3
ENSDARG00000095267,5.287920873,-0.179310426,0.931102655,-0.192578578,0.847289023,0.918624284,BX927385.2
ENSDARG00000079611,451.8375442,0.02438523,0.126706797,0.192454,0.847386597,0.918672909,sema4c
ENSDARG00000014866,46.27632846,0.062952832,0.327339698,0.19231652,0.847494279,0.918674322,hprt1l
ENSDARG00000019842,1361.187678,0.018560243,0.096522974,0.192288349,0.847516345,0.918674322,cnot3b
ENSDARG00000115712,697.2511062,-0.021406069,0.111286581,-0.192350857,0.847467384,0.918674322,twf1a
ENSDARG00000054878,58.0060226,-0.05633652,0.293094546,-0.192212788,0.84757553,0.918692066,six2b
ENSDARG00000013095,1066.873354,0.020191875,0.105099582,0.192121364,0.847647141,0.918723276,gclc
ENSDARG00000061791,1.48724709,0.323436313,1.687296212,0.191689112,0.847985735,0.918892375,nyx
ENSDARG00000039225,1574.780502,0.022723906,0.118618193,0.191571841,0.848077602,0.918892375,vps13a
ENSDARG00000102741,2275.871814,0.01902117,0.099285036,0.191581435,0.848070085,0.918892375,sumo2b
ENSDARG00000030368,1740.1222,0.016745122,0.08740827,0.191573652,0.848076183,0.918892375,naa15b
ENSDARG00000114552,373.5285269,-0.027116564,0.141490867,-0.191648862,0.848017265,0.918892375,siva1
ENSDARG00000097515,5.288990461,-0.179531783,0.935793695,-0.191849746,0.847859903,0.918892375,CR751227.1
ENSDARG00000088181,11.89478446,-0.15850017,0.82750641,-0.191539508,0.848102931,0.918892375,mpped1
ENSDARG00000099201,1.487521942,0.323047598,1.68724129,0.191464967,0.848161325,0.918904042,BX908731.1
ENSDARG00000104914,11.73583459,0.122918126,0.642264592,0.19138238,0.848226023,0.918904042,muc5f
ENSDARG00000054155,15805.67647,-0.017419449,0.091028892,-0.191361763,0.848242175,0.918904042,pcna
ENSDARG00000100606,146.4348432,0.040135963,0.209827452,0.191280799,0.848305604,0.91892636,BX539336.1
ENSDARG00000069095,3.967617711,0.241976147,1.26670402,0.191028167,0.848503526,0.91899537,gls2a
ENSDARG00000036442,146.761458,0.046565407,0.243750973,0.191036805,0.848496758,0.91899537,atp11c
ENSDARG00000061345,2025.716096,-0.018431197,0.096484977,-0.191026603,0.848504751,0.91899537,wwp2
ENSDARG00000077096,4.958442004,-0.191585818,1.003167902,-0.190980809,0.848540628,0.91899537,fndc7a
ENSDARG00000068503,583.6286434,0.027841045,0.145951995,0.19075481,0.848717695,0.919140745,gbgt1l4
ENSDARG00000091025,4.956670773,0.194287642,1.019322325,0.190604715,0.848835296,0.919221709,znf1124
ENSDARG00000016143,64.44366705,-0.087505398,0.459231188,-0.190547594,0.848880052,0.919223784,xiap
ENSDARG00000044255,164.780062,-0.036653236,0.192621271,-0.190286546,0.849084596,0.919398878,rbm18
ENSDARG00000009727,5.61914059,0.171142447,0.900123289,0.190132228,0.849205516,0.919483411,twf2b
ENSDARG00000060152,41.97464294,0.069575805,0.366080893,0.190055822,0.849265388,0.919501838,fam155b
ENSDARG00000008983,71.5566124,-0.058635069,0.308667921,-0.189961656,0.849339177,0.919535331,sh3glb2a
ENSDARG00000014320,46.10442092,0.073787618,0.38859777,0.189881734,0.849401806,0.919556738,gucy2c
